,role_id,primary_alias
17905,sandblaster,industrial-spraypainter
17906,spraypainter,industrial-spraypainter
17907,painter,industrial-spraypainter
17908,decorator,industrial-spraypainter
17909,despatch-operator,industrial-spraypainter
17910,removalist,industrial-spraypainter
17911,detailer,industrial-spraypainter
17912,trades-assistant,industrial-spraypainter
17913,stonemason,solid-plasterer
17914,truck-mechanic,solid-plasterer
17915,concreter,solid-plasterer
17916,civil-labourer,solid-plasterer
17917,tiler,solid-plasterer
17918,industrial-spraypainter,solid-plasterer
17919,hire-coordinator,solid-plasterer
17920,youth-justice-worker,solid-plasterer
17921,motor-trimmer,tinter
17922,refrigeration-technician,air-conditioning-and-refrigeration-technician
17923,air-conditioning-technician,air-conditioning-and-refrigeration-technician
17924,"heating,-ventilation-and-air-conditioning-technician",air-conditioning-and-refrigeration-technician
17925,refrigeration-mechanic,air-conditioning-and-refrigeration-technician
17926,air-conditioning-mechanic,air-conditioning-and-refrigeration-technician
17927,chiller-technician,air-conditioning-and-refrigeration-technician
17928,service-and-installation-technician,air-conditioning-and-refrigeration-technician
17929,aftersales-manager,decorator
17930,barber,decorator
17931,colourist,decorator
17932,crowd-controller,decorator
17933,dismantler,decorator
17934,gasfitter,decorator
17935,hairstylist,decorator
17936,master-technician,decorator
17937,site-supervisor,builder
17938,building-supervisor,builder
17939,construction-supervisor,builder
17940,maintenance-manager,builder
17941,production-manager,builder
17942,gardener,builder
17943,roofer,builder
17944,driver,builder
17945,master-technician,diagnostic-technician
17946,automotive-technician,diagnostic-technician
17947,vehicle-technician,diagnostic-technician
17948,motor-technician,diagnostic-technician
17949,motor-mechanic,diagnostic-technician
17950,systems-technician,diagnostic-technician
17951,light-vehicle-mechanic,diagnostic-technician
17952,service-adviser,diagnostic-technician
17953,"heating,-ventilation-and-air-conditioning-technician",chiller-technician
17954,air-conditioning-and-refrigeration-technician,chiller-technician
17955,air-conditioning-technician,chiller-technician
17956,refrigeration-technician,chiller-technician
17957,service-and-installation-technician,chiller-technician
17958,controls-technician,chiller-technician
17959,refrigeration-mechanic,chiller-technician
17960,pump-technician,chiller-technician
17961,parts-supervisor,parts-adviser
17962,parts-manager,parts-adviser
17963,parts-interpreter,parts-adviser
17964,service-adviser,parts-adviser
17965,vehicle-technician,parts-adviser
17966,parts-coordinator,parts-adviser
17967,motorcycle-technician,parts-adviser
17968,makeup-artist,beauty-therapist
17969,nail-technician,beauty-therapist
17970,pharmacy-assistant,beauty-therapist
17971,hairdresser,beauty-therapist
17972,receptionist,beauty-therapist
17973,sales-assistant,beauty-therapist
17974,retail-sales-assistant,beauty-therapist
17975,medical-receptionist,beauty-therapist
17976,leading-hand,cabinetmaker
17977,carpenter,cabinetmaker
17978,installer,cabinetmaker
17979,trades-assistant,cabinetmaker
17980,labourer,cabinetmaker
17981,tradesperson,cabinetmaker
17982,joiner,cabinetmaker
17983,factory-hand,cabinetmaker
17984,air-conditioning-technician,appliance-technician
17985,signal-technician,appliance-technician
17986,refrigeration-technician,appliance-technician
17987,crane-technician,appliance-technician
17988,air-conditioning-mechanic,appliance-technician
17989,tailor,appliance-technician
17990,electronics-technician,appliance-technician
17991,cable-jointer,appliance-technician
17992,makeup-artist,hairdresser
17993,assistant_2,hairdresser
17994,housekeeper,hairdresser
17995,medical-receptionist,hairdresser
17996,stylist,hairdresser
17997,hairstylist,hairdresser
17998,salon-manager,hairdresser
17999,beauty-therapist,hairdresser
18000,vehicle-mechanic,forklift-technician
18001,crane-technician,forklift-technician
18002,diesel-technician,forklift-technician
18003,automotive-technician,forklift-technician
18004,field-service-technician,forklift-technician
18005,master-technician,forklift-technician
18006,dismantler,layer
18007,boner,layer
18008,pipelayer,layer
18009,delivery-driver,car-detailer
18010,detailer,car-detailer
18011,tyre-fitter,car-detailer
18012,spraypainter,car-detailer
18013,mechanic,car-detailer
18014,bricklayer,car-detailer
18015,factory-hand,car-detailer
18016,labourer,car-detailer
18017,groundsperson,greenkeeper
18018,horticulturist,greenkeeper
18019,gardener,greenkeeper
18020,landscaper,greenkeeper
18021,horticultural-worker,greenkeeper
18022,mower-operator,greenkeeper
18023,labourer,greenkeeper
18024,bobcat-operator,greenkeeper
18025,pool-technician,pool-and-spa-technician
18026,screenprinter,pool-and-spa-technician
18027,assurance-officer,pool-and-spa-technician
18028,fire-suppression-technician,tool-technician
18029,service-leader,tool-technician
18030,testing-technician,tool-technician
18031,master-technician,tool-technician
18032,quarry-operator,tool-technician
18033,toolmaker,tool-technician
18034,mechanic,automotive-mechanic
18035,serviceperson,automotive-mechanic
18036,diagnostic-technician,automotive-mechanic
18037,technician,automotive-mechanic
18038,maritime-engineer,automotive-mechanic
18039,automotive-technician,automotive-mechanic
18040,diesel-mechanic,automotive-mechanic
18041,light-vehicle-mechanic,automotive-mechanic
18042,plasterer,butcher
18043,bricklayer,butcher
18044,head-chef,butcher
18045,bakery-assistant,butcher
18046,labourer,butcher
18047,meat-manager,butcher
18048,truckdriver,butcher
18049,forklift-driver,butcher
18050,dismantler,pest-technician
18051,carpenter,tyre-technician
18052,stonemason,tyre-technician
18053,boner,tyre-technician
18054,dismantler,tyre-technician
18055,tyre-fitter,tyre-technician
18056,automotive-technician,tyre-technician
18057,yardperson,tyre-technician
18058,spraypainter,tyre-technician
18059,roofing-plumber,roof-plumber
18060,tradesperson,roof-plumber
18061,leading-hand,roof-plumber
18062,labourer,roof-plumber
18063,cabinetmaker,roof-plumber
18064,landscaper,roof-plumber
18065,plasterer,roof-plumber
18066,deckhand,roof-plumber
18067,bricklayer,tiler
18068,landscaper,tiler
18069,builder,tiler
18070,labourer,tiler
18071,offsider,tiler
18072,painter,tiler
18073,civil-labourer,tiler
18074,tradesperson,tiler
18075,chiller-technician,air-conditioning-technician
18076,appliance-technician,air-conditioning-technician
18077,technician,air-conditioning-technician
18078,electrician,air-conditioning-technician
18079,service-supervisor,air-conditioning-technician
18080,automotive-technician,air-conditioning-technician
18081,air-conditioning-mechanic,air-conditioning-technician
18082,maintenance-technician,air-conditioning-technician
18083,tradesperson,locksmith
18084,service-technician,locksmith
18085,metalworker,locksmith
18086,welder,locksmith
18087,maintenance-officer,locksmith
18088,cabinetmaker,locksmith
18089,computer-numerical-control-operator,locksmith
18090,installation-technician,locksmith
18091,car-detailer,plasterer
18092,delivery-driver,plasterer
18093,leading-hand,plasterer
18094,groundsperson,plasterer
18095,tyre-fitter,plasterer
18096,general-hand,plasterer
18097,decorator,plasterer
18098,stonemason,plasterer
18099,driver,security-guard
18100,traffic-controller,security-guard
18101,factory-hand,security-guard
18102,bus-driver,security-guard
18103,trades-assistant,security-guard
18104,general-labourer,security-guard
18105,general-hand,security-guard
18106,courier-driver,security-guard
18107,mechanical-fitter,toolmaker
18108,maintenance-technician,toolmaker
18109,maintenance-fitter,toolmaker
18110,production-engineer,toolmaker
18111,design-engineer,toolmaker
18112,machinist,toolmaker
18113,fitter-and-turner,toolmaker
18114,computer-numerical-control-operator,toolmaker
18115,security-technician,security-system-technician
18116,service-and-installation-technician,security-system-technician
18117,systems-technician,security-system-technician
18118,fire-technician,security-system-technician
18119,technician,security-system-technician
18120,communications-technician,security-system-technician
18121,network-technician,security-system-technician
18122,health-coordinator,security-system-technician
18123,formworker,formwork-carpenter
18124,carpenter,formwork-carpenter
18125,maintenance-carpenter,formwork-carpenter
18126,concreter,formwork-carpenter
18127,steelfixer,formwork-carpenter
18128,leading-hand,formwork-carpenter
18129,construction-supervisor,formwork-carpenter
18130,rigger,formwork-carpenter
18131,fitter,plumber
18132,leading-hand,plumber
18133,installer,plumber
18134,gasfitter,plumber
18135,labourer,plumber
18136,trades-assistant,plumber
18137,excavator-operator,plumber
18138,handyperson,plumber
18139,signal-technician,infrastructure-worker
18140,protection-officer,infrastructure-worker
18141,cable-jointer,infrastructure-worker
18142,builder,bricklayer
18143,tiler,bricklayer
18144,maintenance-officer,bricklayer
18145,civil-labourer,bricklayer
18146,scaffolder,bricklayer
18147,tradesperson,bricklayer
18148,delivery-driver,bricklayer
18149,car-detailer,bricklayer
18150,air-conditioning-technician,heating-ventilation-and-air-conditioning-technician
18151,refrigeration-technician,heating-ventilation-and-air-conditioning-technician
18152,chiller-technician,heating-ventilation-and-air-conditioning-technician
18153,refrigeration-mechanic,heating-ventilation-and-air-conditioning-technician
18154,air-conditioning-and-refrigeration-technician,heating-ventilation-and-air-conditioning-technician
18155,air-conditioning-mechanic,heating-ventilation-and-air-conditioning-technician
18156,controls-technician,heating-ventilation-and-air-conditioning-technician
18157,industrial-electrician,heating-ventilation-and-air-conditioning-technician
18158,maintenance-electrician,industrial-electrician
18159,electrician,industrial-electrician
18160,instrumentation-technician,industrial-electrician
18161,commissioning-technician,industrial-electrician
18162,maintenance-technician,industrial-electrician
18163,air-conditioning-technician,industrial-electrician
18164,automotive-electrician,industrial-electrician
18165,"heating,-ventilation-and-air-conditioning-technician",industrial-electrician
18166,serviceperson,motor-mechanic
18167,service-adviser,motor-mechanic
18168,leading-hand,motor-mechanic
18169,mechanic,motor-mechanic
18170,diesel-mechanic,motor-mechanic
18171,automotive-technician,motor-mechanic
18172,mechanical-fitter,motor-mechanic
18173,fitter,motor-mechanic
18174,protection-officer,security-officer
18175,heavy-rigid-truck-driver,security-officer
18176,crowd-controller,security-officer
18177,security-guard,security-officer
18178,security-supervisor,security-officer
18179,guard,security-officer
18180,officer,security-officer
18181,truckdriver,security-officer
18182,excavator-operator,landscaper
18183,cabinetmaker,landscaper
18184,tiler,landscaper
18185,tradesperson,landscaper
18186,delivery-driver,landscaper
18187,tyre-fitter,landscaper
18188,horticulturist,landscaper
18189,groundsperson,landscaper
18190,trades-assistant,stonemason
18191,construction-labourer,stonemason
18192,formworker,stonemason
18193,deckhand,stonemason
18194,concreter,stonemason
18195,factory-hand,stonemason
18196,gardener,stonemason
18197,saw-operator,stonemason
18198,leading-hand,maintenance-carpenter
18199,cabinetmaker,maintenance-carpenter
18200,formworker,maintenance-carpenter
18201,maintenance-person,maintenance-carpenter
18202,facilities-supervisor,maintenance-carpenter
18203,maintenance-officer,maintenance-carpenter
18204,joiner,maintenance-carpenter
18205,maintenance-supervisor,maintenance-carpenter
18206,diesel-technician,vehicle-mechanic
18207,master-technician,vehicle-mechanic
18208,fitter,vehicle-mechanic
18209,recoveries-specialist,vehicle-mechanic
18210,maintenance-coordinator,vehicle-mechanic
18211,service-adviser,vehicle-mechanic
18212,light-vehicle-mechanic,vehicle-mechanic
18213,vehicle-technician,vehicle-mechanic
18214,boilermaker,welder
18215,fitter,welder
18216,sheetmetal-worker,welder
18217,trades-assistant,welder
18218,tig-welder,welder
18219,labourer,welder
18220,machine-operator,welder
18221,maintenance-fitter,welder
18222,swimming-pool-technician,meter-reader
18223,boner,meter-reader
18224,plant-operator,gardener
18225,builder,gardener
18226,trades-assistant,gardener
18227,construction-labourer,gardener
18228,storeperson,gardener
18229,groundsperson,gardener
18230,horticulturist,gardener
18231,yardperson,gardener
18232,surveillance-officer,jeweller
18233,lounge-manager,jeweller
18234,operations-representative,jeweller
18235,parts-adviser,jeweller
18236,screenprinter,jeweller
18237,engagement-coordinator,jeweller
18238,butcher-manager,jeweller
18239,health-officer,jeweller
18240,diesel-mechanic,fitter-and-turner
18241,maintenance-technician,fitter-and-turner
18242,fitter,fitter-and-turner
18243,mechanical-fitter,fitter-and-turner
18244,machinist,fitter-and-turner
18245,maintenance-supervisor,fitter-and-turner
18246,toolmaker,fitter-and-turner
18247,labourer,fitter-and-turner
18248,fire-technician,installation-technician
18249,telecommunications-technician,installation-technician
18250,communications-technician,installation-technician
18251,security-technician,installation-technician
18252,service-technician,installation-technician
18253,maintenance-technician,installation-technician
18254,service-and-installation-technician,installation-technician
18255,commissioning-technician,installation-technician
18256,welder,tig-welder
18257,fabricator,tig-welder
18258,boilermaker,tig-welder
18259,fitter,tig-welder
18260,sheetmetal-worker,tig-welder
18261,toolmaker,tig-welder
18262,assembly-worker,tig-welder
18263,picture-framer,tig-welder
18264,security-officer,security-supervisor
18265,crowd-controller,security-supervisor
18266,security-guard,security-supervisor
18267,guard,security-supervisor
18268,correctional-officer,security-supervisor
18269,protection-officer,security-supervisor
18270,police-officer,security-supervisor
18271,prison-officer,security-supervisor
18272,dogperson,roofer
18273,tiler,roofer
18274,joiner,roofer
18275,glazier,roofer
18276,nipper,roofer
18277,combo-operator,roofer
18278,scaffolder,roofer
18279,cable-jointer,roofer
18280,fabricator,glazier
18281,installer,glazier
18282,tradesperson,glazier
18283,plasterer,glazier
18284,windscreen-fitter,glazier
18285,offsider,glazier
18286,scaffolder,glazier
18287,fitter,glazier
18288,mechanical-fitter,automotive-technician
18289,serviceperson,automotive-technician
18290,fitter,automotive-technician
18291,parts-manager,automotive-technician
18292,heavy-vehicle-mechanic,automotive-technician
18293,service-adviser,automotive-technician
18294,motor-mechanic,automotive-technician
18295,mechanic,automotive-technician
18296,stylist,salon-manager
18297,hairstylist,salon-manager
18298,hairdresser,salon-manager
18299,beauty-therapist,salon-manager
18300,colourist,salon-manager
18301,therapist,salon-manager
18302,spa-manager,salon-manager
18303,counter-manager,salon-manager
18304,beauty-therapist,dermal-therapist
18305,cosmetic-nurse,dermal-therapist
18306,industrial-spraypainter,spraypainter
18307,painter,spraypainter
18308,car-detailer,spraypainter
18309,decorator,spraypainter
18310,groundsperson,spraypainter
18311,production-worker,spraypainter
18312,trades-assistant,spraypainter
18313,labourer,spraypainter
18314,gardener,mower-operator
18315,greenkeeper,mower-operator
18316,maintenance-person,mower-operator
18317,groundsperson,mower-operator
18318,horticulturist,mower-operator
18319,float-driver,mower-operator
18320,arborist,mower-operator
18321,master-technician,vehicle-technician
18322,diagnostic-technician,vehicle-technician
18323,diesel-technician,vehicle-technician
18324,maintenance-controller,vehicle-technician
18325,motorcycle-technician,vehicle-technician
18326,vehicle-mechanic,vehicle-technician
18327,automotive-technician,vehicle-technician
18328,motor-mechanic,vehicle-technician
18329,instrumentation-technician,maintenance-electrician
18330,maintenance-technician,maintenance-electrician
18331,maintenance-supervisor,maintenance-electrician
18332,service-technician,maintenance-electrician
18333,crane-technician,maintenance-electrician
18334,electrical-engineer,maintenance-electrician
18335,electronics-technician,maintenance-electrician
18336,maintenance-team-leader,maintenance-electrician
18337,maintenance-carpenter,joiner
18338,cabinetmaker,joiner
18339,carpenter,joiner
18340,builder,joiner
18341,installer,joiner
18342,maintenance-supervisor,electrician
18343,electrical-estimator,electrician
18344,controls-technician,electrician
18345,sales-engineer,electrician
18346,linesperson,electrician
18347,instrumentation-technician,electrician
18348,branch-manager,electrician
18349,estimator,electrician
18350,refrigeration-mechanic,air-conditioning-mechanic
18351,air-conditioning-technician,air-conditioning-mechanic
18352,refrigeration-technician,air-conditioning-mechanic
18353,"heating,-ventilation-and-air-conditioning-technician",air-conditioning-mechanic
18354,air-conditioning-and-refrigeration-technician,air-conditioning-mechanic
18355,service-technician,air-conditioning-mechanic
18356,appliance-technician,air-conditioning-mechanic
18357,commissioning-technician,air-conditioning-mechanic
18358,labourer,construction-labourer
18359,trades-assistant,construction-labourer
18360,forklift-driver,construction-labourer
18361,farmhand,construction-labourer
18362,civil-labourer,construction-labourer
18363,traffic-controller,construction-labourer
18364,truckdriver,construction-labourer
18365,machine-operator,construction-labourer
18366,air-conditioning-mechanic,refrigeration-mechanic
18367,mechanic,refrigeration-mechanic
18368,commissioning-technician,refrigeration-mechanic
18369,service-manager_2,refrigeration-mechanic
18370,maintenance-manager,refrigeration-mechanic
18371,maintenance-supervisor,refrigeration-mechanic
18372,tradesperson,refrigeration-mechanic
18373,installation-technician,refrigeration-mechanic
18374,motor-trimmer,picture-framer
18375,assembler,picture-framer
18376,library-technician,picture-framer
18377,press-operator,picture-framer
18378,hardware-technician,picture-framer
18379,tig-welder,picture-framer
18380,screenprinter,picture-framer
18381,meter-reader,picture-framer
18382,construction-labourer,civil-labourer
18383,pipelayer,civil-labourer
18384,trades-assistant,civil-labourer
18385,general-labourer,civil-labourer
18386,labourer,civil-labourer
18387,concreter,civil-labourer
18388,excavator-operator,civil-labourer
18389,traffic-controller,civil-labourer
18390,bakery-assistant,baker
18391,head-chef,baker
18392,barista,baker
18393,picker-and-packer,baker
18394,factory-worker,baker
18395,cake-decorator,baker
18396,production-supervisor,baker
18397,production-worker,baker
18398,chiller-technician,refrigeration-technician
18399,field-service-technician,refrigeration-technician
18400,service-manager_2,refrigeration-technician
18401,appliance-technician,refrigeration-technician
18402,service-technician,refrigeration-technician
18403,machine-technician,refrigeration-technician
18404,service-and-installation-technician,refrigeration-technician
18405,air-conditioning-technician,refrigeration-technician
18406,store-manager,florist
18407,production-assistant,florist
18408,teacher-aide,florist
18409,cleaner,florist
18410,sales-consultant,florist
18411,telemarketer,florist
18412,salesperson,florist
18413,bar-attendant,florist
18414,decorator,painter
18415,truckdriver,painter
18416,sandblaster,painter
18417,delivery-driver,painter
18418,security-guard,painter
18419,deckhand,painter
18420,maintenance-officer,painter
18421,installer,painter
18422,metering-technician,meter-technician
18423,workplace-manager,meter-technician
18424,industrial-electrician,meter-technician
18425,compliance-engineer,meter-technician
18426,maintenance-electrician,meter-technician
18427,vehicle-technician,motorcycle-technician
18428,master-technician,motorcycle-technician
18429,motor-technician,motorcycle-technician
18430,pump-technician,motorcycle-technician
18431,parts-adviser,motorcycle-technician
18432,automotive-mechanic,motorcycle-technician
18433,folder-operator,motorcycle-technician
18434,heavy-vehicle-mechanic,motorcycle-technician
18435,pastrychef,cake-decorator
18436,baker,cake-decorator
18437,bakery-assistant,cake-decorator
18438,chef-de-partie,cake-decorator
18439,dog-groomer,cake-decorator
18440,kitchen-manager,cake-decorator
18441,breakfast-chef,cake-decorator
18442,barista,cake-decorator
18443,electrician,linesperson
18444,truckdriver,linesperson
18445,plant-operator,linesperson
18446,installer,linesperson
18447,installation-technician,linesperson
18448,inspector,linesperson
18449,heavy-combination-truck-driver,linesperson
18450,excavator-operator,linesperson
18451,service-technician,maintenance-officer
18452,horticulturist,maintenance-officer
18453,mechanic,maintenance-officer
18454,decorator,maintenance-officer
18455,handyperson,maintenance-officer
18456,groundsperson,maintenance-officer
18457,trades-assistant,maintenance-officer
18458,truckdriver,maintenance-officer
18459,mechanical-technician,automotive-electrician
18460,air-conditioning-technician,automotive-electrician
18461,field-service-technician,automotive-electrician
18462,electrician,automotive-electrician
18463,diesel-mechanic,automotive-electrician
18464,diesel-fitter,automotive-electrician
18465,maintenance-supervisor,automotive-electrician
18466,maintenance-electrician,automotive-electrician
18467,salon-manager,spa-manager
18468,clinic-manager,spa-manager
18469,counter-manager,spa-manager
18470,naturopath,spa-manager
18471,therapist,spa-manager
18472,beauty-therapist,spa-manager
18473,massage-therapist,spa-manager
18474,dermal-therapist,spa-manager
18475,agricultural-technician,restoration-technician
18476,parts-interpreter,parts-manager
18477,parts-supervisor,parts-manager
18478,parts-adviser,parts-manager
18479,service-adviser,parts-manager
18480,aftersales-manager,parts-manager
18481,service-manager_2,parts-manager
18482,workshop-manager,parts-manager
18483,inventory-manager,parts-manager
18484,truck-mechanic,heavy-vehicle-mechanic
18485,workshop-supervisor,heavy-vehicle-mechanic
18486,automotive-mechanic,heavy-vehicle-mechanic
18487,field-service-technician,heavy-vehicle-mechanic
18488,mechanical-fitter,heavy-vehicle-mechanic
18489,maintenance-supervisor,heavy-vehicle-mechanic
18490,maintenance-coordinator,heavy-vehicle-mechanic
18491,plant-mechanic,heavy-vehicle-mechanic
18492,packer,handyperson
18493,fitter,handyperson
18494,decorator,handyperson
18495,truckdriver,handyperson
18496,maintenance-officer,handyperson
18497,labourer,handyperson
18498,trades-assistant,handyperson
18499,painter,handyperson
18500,glazier,windscreen-fitter
18501,motor-technician,windscreen-fitter
18502,farmer,windscreen-fitter
18503,restoration-technician,windscreen-fitter
18504,wheel-alignment-technician,windscreen-fitter
18505,roller-operator,windscreen-fitter
18506,screening-officer,windscreen-fitter
18507,car-detailer,windscreen-fitter
18508,heavy-vehicle-mechanic,light-vehicle-mechanic
18509,vehicle-mechanic,light-vehicle-mechanic
18510,serviceperson,light-vehicle-mechanic
18511,trades-assistant,light-vehicle-mechanic
18512,vehicle-technician,light-vehicle-mechanic
18513,heavy-diesel-mechanic,light-vehicle-mechanic
18514,mechanic,light-vehicle-mechanic
18515,motor-mechanic,light-vehicle-mechanic
18516,carpenter,steelfixer
18517,removalist,steelfixer
18518,landscaper,steelfixer
18519,builder,steelfixer
18520,forklift-driver,steelfixer
18521,welder,steelfixer
18522,plant-operator,steelfixer
18523,machine-operator,steelfixer
18524,groundsperson,maintenance-person
18525,maintenance-officer,maintenance-person
18526,handyperson,maintenance-person
18527,caretaker,maintenance-person
18528,mower-operator,maintenance-person
18529,bus-driver,maintenance-person
18530,assembler,maintenance-person
18531,maintenance-fitter,maintenance-person
18532,sprinklerfitter,roofing-plumber
18533,gasfitter,roofing-plumber
18534,roof-plumber,roofing-plumber
18535,roofer,roofing-plumber
18536,delivery-driver,parts-interpreter
18537,diesel-mechanic,parts-interpreter
18538,parts-coordinator,parts-interpreter
18539,salesperson,parts-interpreter
18540,stock-controller,parts-interpreter
18541,service-technician,parts-interpreter
18542,parts-manager,parts-interpreter
18543,parts-supervisor,parts-interpreter
18544,printer,machinist
18545,toolmaker,machinist
18546,mechanical-technician,machinist
18547,service-technician,machinist
18548,maintenance-technician,machinist
18549,fabricator,machinist
18550,computer-numerical-control-operator,machinist
18551,machine-operator,machinist
18552,prepress-operator,print-operator
18553,folder-operator,print-operator
18554,printer,print-operator
18555,laminator,print-operator
18556,laser-operator,print-operator
18557,screenprinter,print-operator
18558,room-supervisor,print-operator
18559,vehicle-technician,print-operator
18560,yard-assistant,signmaker
18561,swimming-pool-technician,signmaker
18562,screenprinter,signmaker
18563,prepress-operator,signmaker
18564,signwriter,signmaker
18565,industrial-spraypainter,sandblaster
18566,spraypainter,sandblaster
18567,painter,sandblaster
18568,backhoe-operator,sandblaster
18569,scaffolder,sandblaster
18570,boner,sandblaster
18571,yardperson,sandblaster
18572,bobcat-operator,sandblaster
18573,hydraulic-technician,truck-mechanic
18574,heavy-vehicle-mechanic,truck-mechanic
18575,plant-mechanic,truck-mechanic
18576,light-vehicle-mechanic,truck-mechanic
18577,diesel-mechanic,truck-mechanic
18578,vehicle-mechanic,truck-mechanic
18579,diesel-fitter,truck-mechanic
18580,diesel-technician,truck-mechanic
18581,formwork-carpenter,formworker
18582,concreter,formworker
18583,steelfixer,formworker
18584,carpenter,formworker
18585,leading-hand,formworker
18586,civil-labourer,formworker
18587,construction-labourer,formworker
18588,scaffolder,formworker
18589,assistant-educator,nanny
18590,teacher,nanny
18591,swimming-instructor,nanny
18592,childcare-assistant,nanny
18593,childcare-worker,nanny
18594,educator,nanny
18595,room-leader,nanny
18596,teacher-aide,nanny
18597,serviceperson,mechanic
18598,car-detailer,mechanic
18599,labourer,mechanic
18600,delivery-driver,mechanic
18601,diesel-mechanic,mechanic
18602,motor-mechanic,mechanic
18603,fitter,mechanic
18604,mechanical-fitter,mechanic
18605,gasfitter,drainer
18606,plumber,drainer
18607,pipelayer,drainer
18608,excavator-operator,drainer
18609,roof-plumber,drainer
18610,dismantler,drainer
18611,pool-technician,drainer
18612,concreter,drainer
18613,commissioning-technician,controls-technician
18614,electronics-technician,controls-technician
18615,control-supervisor,controls-technician
18616,"heating,-ventilation-and-air-conditioning-technician",controls-technician
18617,controls-engineer,controls-technician
18618,instrumentation-engineer,controls-technician
18619,calibration-technician,controls-technician
18620,maintenance-technician,controls-technician
18621,tyre-fitter,detailer
18622,yardperson,detailer
18623,delivery-driver,detailer
18624,factory-hand,detailer
18625,trades-assistant,detailer
18626,storeperson,detailer
18627,cleaner,detailer
18628,parts-interpreter,detailer
18629,swimming-pool-technician,pool-technician
18630,pool-and-spa-technician,pool-technician
18631,drainer,pool-technician
18632,fabricator,vehicle-body-builder
18633,boilermaker,vehicle-body-builder
18634,sheetmetal-worker,vehicle-body-builder
18635,welder,vehicle-body-builder
18636,brake-press-operator,vehicle-body-builder
18637,loader-operator,vehicle-body-builder
18638,workshop-supervisor,vehicle-body-builder
18639,automotive-mechanic,diesel-mechanic
18640,workshop-supervisor,diesel-mechanic
18641,motor-mechanic,diesel-mechanic
18642,field-service-technician,diesel-mechanic
18643,mechanical-fitter,diesel-mechanic
18644,diesel-technician,diesel-mechanic
18645,fitter,diesel-mechanic
18646,maintenance-supervisor,diesel-mechanic
18647,client-services-manager,cleaning-supervisor
18648,cleaner,cleaning-supervisor
18649,housekeeper,cleaning-supervisor
18650,room-attendant,cleaning-supervisor
18651,housekeeping-manager,cleaning-supervisor
18652,caretaker,cleaning-supervisor
18653,night-shift-supervisor,cleaning-supervisor
18654,security-officer,cleaning-supervisor
18655,signmaker,swimming-pool-technician
18656,recoveries-specialist,swimming-pool-technician
18657,calibration-technician,swimming-pool-technician
18658,truck-and-dog-driver,swimming-pool-technician
18659,assembly-technician,swimming-pool-technician
18660,centre-supervisor,swimming-pool-technician
18661,glazier,swimming-pool-technician
18662,recreation-officer,swimming-pool-technician
18663,fabricator,maintenance-fitter
18664,boilermaker,maintenance-fitter
18665,fitter-and-turner,maintenance-fitter
18666,fitter,maintenance-fitter
18667,mechanical-fitter,maintenance-fitter
18668,machinist,maintenance-fitter
18669,maintenance-supervisor,maintenance-fitter
18670,maintenance-technician,maintenance-fitter
18671,crane-operator,boilermaker
18672,workshop-manager,boilermaker
18673,sheetmetal-worker,boilermaker
18674,site-supervisor,boilermaker
18675,tradesperson,boilermaker
18676,maintenance-fitter,boilermaker
18677,labourer,boilermaker
18678,maintenance-supervisor,boilermaker
18679,boilermaker,fabricator
18680,welder,fabricator
18681,fitter,fabricator
18682,sheetmetal-worker,fabricator
18683,maintenance-fitter,fabricator
18684,fitter-and-turner,fabricator
18685,tig-welder,fabricator
18686,tradesperson,fabricator
18687,installation-technician,fire-technician
18688,technician,fire-technician
18689,test-technician,fire-technician
18690,testing-technician,fire-technician
18691,drainer,fire-technician
18692,joiner,fire-technician
18693,truck-mechanic,fire-technician
18694,protection-officer,fire-technician
18695,camera-operator,audio-visual-technician
18696,theatre-technician,audio-visual-technician
18697,installation-technician,audio-visual-technician
18698,computer-technician,audio-visual-technician
18699,operator-technician,audio-visual-technician
18700,venue-manager,audio-visual-technician
18701,production-assistant,audio-visual-technician
18702,information-technology-support-technician,audio-visual-technician
18703,installation-technician,service-and-installation-technician
18704,commissioning-technician,service-and-installation-technician
18705,air-conditioning-and-refrigeration-technician,service-and-installation-technician
18706,chiller-technician,service-and-installation-technician
18707,refrigeration-technician,service-and-installation-technician
18708,security-technician,service-and-installation-technician
18709,service-technician,service-and-installation-technician
18710,signal-technician,service-and-installation-technician
18711,welder,fitter
18712,trades-assistant,fitter
18713,machine-operator,fitter
18714,crane-operator,fitter
18715,driver,fitter
18716,fabricator,fitter
18717,mechanic,fitter
18718,maintenance-manager,fitter
18719,drainer,pipelayer
18720,steelfixer,pipelayer
18721,excavator-operator,pipelayer
18722,backhoe-operator,pipelayer
18723,roller-operator,pipelayer
18724,plumber,pipelayer
18725,concreter,pipelayer
18726,dogperson,pipelayer
18727,delivery-driver,traffic-controller
18728,security-guard,traffic-controller
18729,storeperson,traffic-controller
18730,security-officer,traffic-controller
18731,car-detailer,traffic-controller
18732,construction-labourer,traffic-controller
18733,roller-operator,traffic-controller
18734,plant-operator,traffic-controller
18735,rope-access-technician,arborist
18736,horticulturist,arborist
18737,groundsperson,arborist
18738,gardener,arborist
18739,civil-construction-worker,arborist
18740,roofer,arborist
18741,landscaper,arborist
18742,bobcat-operator,arborist
18743,screenprinter,printer
18744,print-operator,printer
18745,press-operator,printer
18746,rooms-division-manager,printer
18747,prepress-operator,printer
18748,room-supervisor,printer
18749,laminator,printer
18750,diesel-technician,pump-technician
