,id,role_id,alias,title,roleReviewStatistics,growth,industry,salarySuggestion.locationName,salarySuggestion.suggestion.min,salarySuggestion.suggestion.max,salarySuggestion.salary_min,salarySuggestion.salary_max,salarySuggestion.salary_median,salarySuggestion.__typename,roleReviewStatistics.jobSatisfaction,roleReviewStatistics.__typename,growth.value,growth.__typename,salarySuggestion
1244,wellbeing-adviser,wellbeing-adviser,wellbeing-adviser,Wellbeing Adviser,,,human-resources-recruitment,Australia,80000.0,140000.0,100000.0,120000.0,112097.0,SalarySuggestion,,,,,
1245,safety-and-wellbeing-adviser,safety-and-wellbeing-adviser,safety-and-wellbeing-adviser,Safety and Wellbeing Adviser,,,human-resources-recruitment,Australia,80000.0,125000.0,95000.0,110000.0,98930.0,SalarySuggestion,,,,,
1246,talent-adviser,talent-adviser,talent-adviser,Talent Adviser,,,human-resources-recruitment,Australia,65000.0,125000.0,85000.0,105000.0,93750.0,SalarySuggestion,,,,,
1247,talent-consultant,talent-consultant,talent-consultant,Talent Consultant,,,human-resources-recruitment,Australia,55000.0,115000.0,75000.0,95000.0,83749.0,SalarySuggestion,,,,,
1248,workplace-consultant,workplace-consultant,workplace-consultant,Workplace Consultant,,,human-resources-recruitment,Australia,105000.0,165000.0,125000.0,145000.0,135000.0,SalarySuggestion,,,,,
1249,sourcing-consultant,sourcing-consultant,sourcing-consultant,Sourcing Consultant,,,human-resources-recruitment,,,,,,,,,,3.5,Growth,
1250,capability-consultant,capability-consultant,capability-consultant,Capability Consultant,,,human-resources-recruitment,Australia,85000.0,130000.0,100000.0,115000.0,104750.0,SalarySuggestion,,,,,
1251,training-adviser,training-adviser,training-adviser,Training Adviser,,,human-resources-recruitment,Australia,100000.0,160000.0,120000.0,140000.0,130000.0,SalarySuggestion,2.7,RoleReviewStats,,,
1252,zero-harm-adviser,zero-harm-adviser,zero-harm-adviser,Zero Harm Adviser,,,human-resources-recruitment,Australia,110000.0,140000.0,120000.0,130000.0,125000.0,SalarySuggestion,3.0,RoleReviewStats,,,
1253,injury-management-adviser,injury-management-adviser,injury-management-adviser,Injury Management Adviser,,,human-resources-recruitment,Australia,75000.0,135000.0,95000.0,115000.0,107500.0,SalarySuggestion,4.0,RoleReviewStats,,,
1254,organisational-development-specialist,organisational-development-specialist,organisational-development-specialist,Organisational Development Specialist,,,human-resources-recruitment,Australia,100000.0,160000.0,120000.0,140000.0,127500.0,SalarySuggestion,,,,,
1255,human-resources-manager,human-resources-manager,human-resources-manager,Human Resources Manager,,,human-resources-recruitment,Australia,95000.0,155000.0,115000.0,135000.0,125000.0,SalarySuggestion,4.2,RoleReviewStats,16.3,Growth,
1256,people-and-culture-manager,people-and-culture-manager,people-and-culture-manager,People and Culture Manager,,,human-resources-recruitment,Australia,100000.0,160000.0,120000.0,140000.0,130000.0,SalarySuggestion,4.3,RoleReviewStats,11.3,Growth,
1257,talent-acquisition-consultant,talent-acquisition-consultant,talent-acquisition-consultant,Talent Acquisition Consultant,,,human-resources-recruitment,Australia,60000.0,120000.0,80000.0,100000.0,85000.0,SalarySuggestion,4.5,RoleReviewStats,,,
1258,organisational-development-officer,organisational-development-officer,organisational-development-officer,Organisational Development Officer,,,human-resources-recruitment,,,,,,,,4.3,RoleReviewStats,,,
1259,talent-acquisition-specialist,talent-acquisition-specialist,talent-acquisition-specialist,Talent Acquisition Specialist,,,human-resources-recruitment,Australia,60000.0,120000.0,80000.0,100000.0,90000.0,SalarySuggestion,4.0,RoleReviewStats,,,
1260,human-resources-adviser,human-resources-adviser,human-resources-adviser,Human Resources Adviser,,,human-resources-recruitment,Australia,70000.0,130000.0,90000.0,110000.0,97500.0,SalarySuggestion,4.1,RoleReviewStats,13.1,Growth,
1261,occupational-health-and-safety-advisor,occupational-health-and-safety-advisor,occupational-health-and-safety-advisor,Occupational Health and Safety Adviser,,,human-resources-recruitment,Australia,75000.0,135000.0,95000.0,115000.0,105000.0,SalarySuggestion,4.1,RoleReviewStats,,,
1262,organisational-development-consultant,organisational-development-consultant,organisational-development-consultant,Organisational Development Consultant,,,human-resources-recruitment,Australia,80000.0,140000.0,100000.0,120000.0,109749.0,SalarySuggestion,,,,,
1263,human-resources-business-partner,human-resources-business-partner,human-resources-business-partner,Human Resources Business Partner,,,human-resources-recruitment,Australia,90000.0,150000.0,110000.0,130000.0,120000.0,SalarySuggestion,3.9,RoleReviewStats,,,
1264,human-resources-consultant,human-resources-consultant,human-resources-consultant,Human Resources Consultant,,,human-resources-recruitment,Australia,65000.0,125000.0,85000.0,105000.0,96066.0,SalarySuggestion,4.4,RoleReviewStats,,,
1265,recruitment-officer,recruitment-officer,recruitment-officer,Recruitment Officer,,,human-resources-recruitment,Australia,55000.0,100000.0,70000.0,85000.0,77500.0,SalarySuggestion,3.4,RoleReviewStats,,,
1266,human-resources-coordinator,human-resources-coordinator,human-resources-coordinator,Human Resources Coordinator,,,human-resources-recruitment,Australia,55000.0,100000.0,70000.0,85000.0,77500.0,SalarySuggestion,4.0,RoleReviewStats,13.1,Growth,
1267,team-leader-health,team-leader-health,team-leader-health,Health Team Leader,,,human-resources-recruitment,Australia,70000.0,130000.0,90000.0,110000.0,99999.0,SalarySuggestion,,,13.1,Growth,
1268,human-resources-officer,human-resources-officer,human-resources-officer,Human Resources Officer,,,human-resources-recruitment,Australia,60000.0,105000.0,75000.0,90000.0,80000.0,SalarySuggestion,3.9,RoleReviewStats,13.1,Growth,
1269,recruitment-coordinator,recruitment-coordinator,recruitment-coordinator,Recruitment Coordinator,,,human-resources-recruitment,Australia,50000.0,95000.0,65000.0,80000.0,73749.0,SalarySuggestion,4.3,RoleReviewStats,,,
1270,learning-coordinator,learning-coordinator,learning-coordinator,Learning Coordinator,,,human-resources-recruitment,Australia,60000.0,120000.0,80000.0,100000.0,88575.0,SalarySuggestion,3.0,RoleReviewStats,,,
1271,work-health-and-safety-manager,work-health-and-safety-manager,work-health-and-safety-manager,Work Health and Safety Manager,,,human-resources-recruitment,Australia,95000.0,155000.0,115000.0,135000.0,125000.0,SalarySuggestion,3.8,RoleReviewStats,,,
1272,candidate-manager,candidate-manager,candidate-manager,Candidate Manager,,,human-resources-recruitment,Australia,55000.0,85000.0,65000.0,75000.0,65000.0,SalarySuggestion,,,,,
1273,information-technology-recruitment-consultant,information-technology-recruitment-consultant,information-technology-recruitment-consultant,IT Recruitment Consultant,,,human-resources-recruitment,Australia,60000.0,120000.0,80000.0,100000.0,88750.0,SalarySuggestion,4.0,RoleReviewStats,24.6,Growth,
1274,learning-and-development-specialist,learning-and-development-specialist,learning-and-development-specialist,Learning and Development Specialist,,,human-resources-recruitment,Australia,85000.0,145000.0,105000.0,125000.0,115000.0,SalarySuggestion,4.7,RoleReviewStats,7.4,Growth,
1275,human-resources-assistant,human-resources-assistant,human-resources-assistant,Human Resources Assistant,,,human-resources-recruitment,Australia,55000.0,85000.0,65000.0,75000.0,69000.0,SalarySuggestion,4.2,RoleReviewStats,,,
1276,work-health-and-safety-officer,work-health-and-safety-officer,work-health-and-safety-officer,Work Health and Safety Officer,,,human-resources-recruitment,Australia,60000.0,120000.0,80000.0,100000.0,91594.0,SalarySuggestion,4.0,RoleReviewStats,15.9,Growth,
1277,resourcing-specialist,resourcing-specialist,resourcing-specialist,Resourcing Specialist,,,human-resources-recruitment,Australia,60000.0,90000.0,70000.0,80000.0,70000.0,SalarySuggestion,3.0,RoleReviewStats,,,
1278,recruitment-consultant,recruitment-consultant,recruitment-consultant,Recruitment Consultant,,,human-resources-recruitment,Australia,55000.0,100000.0,70000.0,85000.0,75000.0,SalarySuggestion,3.7,RoleReviewStats,13.1,Growth,
1279,resourcer,resourcer,resourcer,Resourcer,,,human-resources-recruitment,Australia,50000.0,80000.0,60000.0,70000.0,60000.0,SalarySuggestion,,,,,
1280,human-resources-director,human-resources-director,human-resources-director,Human Resources Director,,,human-resources-recruitment,Australia,130000.0,190000.0,150000.0,170000.0,160000.0,SalarySuggestion,4.4,RoleReviewStats,,,
1281,safety-consultant,safety-consultant,safety-consultant,Safety Consultant,,,human-resources-recruitment,Australia,60000.0,120000.0,80000.0,100000.0,89999.0,SalarySuggestion,5.0,RoleReviewStats,,,
1282,capability-specialist,capability-specialist,capability-specialist,Capability Specialist,,,human-resources-recruitment,Australia,95000.0,155000.0,115000.0,135000.0,125000.0,SalarySuggestion,,,,,
1283,human-resources-administrator,human-resources-administrator,human-resources-administrator,Human Resources Administrator,,,human-resources-recruitment,Australia,45000.0,90000.0,60000.0,75000.0,67500.0,SalarySuggestion,3.7,RoleReviewStats,6.0,Growth,
1284,capability-adviser,capability-adviser,capability-adviser,Capability Adviser,,,human-resources-recruitment,Australia,75000.0,135000.0,95000.0,115000.0,100000.0,SalarySuggestion,,,,,
1285,people-and-culture-adviser,people-and-culture-adviser,people-and-culture-adviser,People and Culture Adviser,,,human-resources-recruitment,Australia,65000.0,125000.0,85000.0,105000.0,91959.0,SalarySuggestion,4.5,RoleReviewStats,,,
1286,recruitment-manager,recruitment-manager,recruitment-manager,Recruitment Manager,,,human-resources-recruitment,Australia,70000.0,130000.0,90000.0,110000.0,100000.0,SalarySuggestion,4.3,RoleReviewStats,,,
1287,wellbeing-manager,wellbeing-manager,wellbeing-manager,Wellbeing Manager,,,human-resources-recruitment,Australia,100000.0,160000.0,120000.0,140000.0,127500.0,SalarySuggestion,5.0,RoleReviewStats,,,
1288,group-director,group-director,group-director,Group Director,,,human-resources-recruitment,,,,,,,,,,,,
1289,learning-consultant,learning-consultant,learning-consultant,Learning Consultant,,,human-resources-recruitment,Australia,60000.0,120000.0,80000.0,100000.0,91250.0,SalarySuggestion,4.0,RoleReviewStats,,,
1290,learning-adviser,learning-adviser,learning-adviser,Learning Adviser,,,human-resources-recruitment,Australia,65000.0,125000.0,85000.0,105000.0,97500.0,SalarySuggestion,2.0,RoleReviewStats,,,
1291,talent-manager,talent-manager,talent-manager,Talent Manager,,,human-resources-recruitment,Australia,70000.0,130000.0,90000.0,110000.0,100000.0,SalarySuggestion,,,,,
1292,health-and-safety-coordinator,health-and-safety-coordinator,health-and-safety-coordinator,Health and Safety Coordinator,,,human-resources-recruitment,Australia,75000.0,135000.0,95000.0,115000.0,105000.0,SalarySuggestion,,,5.4,Growth,
1293,training-consultant,training-consultant,training-consultant,Training Consultant,,,human-resources-recruitment,Australia,60000.0,120000.0,80000.0,100000.0,90000.0,SalarySuggestion,4.8,RoleReviewStats,,,
1294,training-officer,training-officer,training-officer,Training Officer,,,human-resources-recruitment,Australia,65000.0,125000.0,85000.0,105000.0,94344.0,SalarySuggestion,4.3,RoleReviewStats,,,
1295,workforce-manager,workforce-manager,workforce-manager,Workforce Manager,,,human-resources-recruitment,Australia,80000.0,140000.0,100000.0,120000.0,108750.0,SalarySuggestion,5.0,RoleReviewStats,,,
1296,careers-consultant,careers-consultant,careers-consultant,Careers Consultant,,,human-resources-recruitment,Australia,45000.0,105000.0,65000.0,85000.0,75000.0,SalarySuggestion,3.8,RoleReviewStats,,,
1297,health-and-safety-manager,health-and-safety-manager,health-and-safety-manager,Health and Safety Manager,,,human-resources-recruitment,Australia,120000.0,180000.0,140000.0,160000.0,150000.0,SalarySuggestion,4.3,RoleReviewStats,,,
1298,safety-manager,safety-manager,safety-manager,Safety Manager,,,human-resources-recruitment,Australia,120000.0,180000.0,140000.0,160000.0,147500.0,SalarySuggestion,4.7,RoleReviewStats,,,
1299,instructional-designer,instructional-designer,instructional-designer,Instructional Designer,,,human-resources-recruitment,Australia,80000.0,125000.0,95000.0,110000.0,100000.0,SalarySuggestion,4.1,RoleReviewStats,21.7,Growth,
1300,health-and-safety-adviser,health-and-safety-adviser,health-and-safety-adviser,Health and Safety Adviser,,,human-resources-recruitment,Australia,95000.0,155000.0,115000.0,135000.0,125000.0,SalarySuggestion,4.0,RoleReviewStats,,,
1301,risk-coordinator,risk-coordinator,risk-coordinator,Risk Coordinator,,,human-resources-recruitment,Australia,70000.0,130000.0,90000.0,110000.0,104750.0,SalarySuggestion,4.0,RoleReviewStats,,,
1302,training-specialist,training-specialist,training-specialist,Training Specialist,,,human-resources-recruitment,Australia,70000.0,130000.0,90000.0,110000.0,100000.0,SalarySuggestion,4.7,RoleReviewStats,,,
1303,delivery-consultant,delivery-consultant,delivery-consultant,Delivery Consultant,,,human-resources-recruitment,Australia,50000.0,80000.0,60000.0,70000.0,66500.0,SalarySuggestion,,,,,
1304,learning-specialist,learning-specialist,learning-specialist,Learning Specialist,,,human-resources-recruitment,Australia,85000.0,115000.0,95000.0,105000.0,98864.0,SalarySuggestion,1.0,RoleReviewStats,,,
1305,safety-officer,safety-officer,safety-officer,Safety Officer,,,human-resources-recruitment,Australia,70000.0,115000.0,85000.0,100000.0,90000.0,SalarySuggestion,4.2,RoleReviewStats,5.4,Growth,
1306,safety-specialist,safety-specialist,safety-specialist,Safety Specialist,,,human-resources-recruitment,Australia,100000.0,160000.0,120000.0,140000.0,127500.0,SalarySuggestion,3.0,RoleReviewStats,,,
1307,onboarding-coordinator,onboarding-coordinator,onboarding-coordinator,Onboarding Coordinator,,,human-resources-recruitment,Australia,50000.0,95000.0,65000.0,80000.0,75000.0,SalarySuggestion,,,,,
1308,training-coordinator,training-coordinator,training-coordinator,Training Coordinator,,,human-resources-recruitment,Australia,60000.0,120000.0,80000.0,100000.0,90000.0,SalarySuggestion,3.9,RoleReviewStats,,,
1309,health-and-safety-officer,health-and-safety-officer,health-and-safety-officer,Health and Safety Officer,,,human-resources-recruitment,Australia,65000.0,125000.0,85000.0,105000.0,96250.0,SalarySuggestion,5.0,RoleReviewStats,,,
1310,health-manager,health-manager,health-manager,Health Manager,,,human-resources-recruitment,Australia,100000.0,160000.0,120000.0,140000.0,127702.0,SalarySuggestion,,,,,
1311,safety-coordinator,safety-coordinator,safety-coordinator,Safety Coordinator,,,human-resources-recruitment,Australia,85000.0,145000.0,105000.0,125000.0,112500.0,SalarySuggestion,,,,,
1312,resource-manager,resource-manager,resource-manager,Resource Manager,,,human-resources-recruitment,Australia,105000.0,165000.0,125000.0,145000.0,135000.0,SalarySuggestion,4.0,RoleReviewStats,,,
1313,compliance-coordinator,compliance-coordinator,compliance-coordinator,Compliance Coordinator,,,human-resources-recruitment,Australia,60000.0,120000.0,80000.0,100000.0,90000.0,SalarySuggestion,,,,,
1314,transition-specialist,transition-specialist,transition-specialist,Transition Specialist,,,human-resources-recruitment,Australia,75000.0,120000.0,90000.0,105000.0,104999.0,SalarySuggestion,,,,,
1315,development-advisor,development-advisor,development-advisor,Development Advisor,,,human-resources-recruitment,Australia,70000.0,130000.0,90000.0,110000.0,95000.0,SalarySuggestion,,,,,
1316,performance-consultant,performance-consultant,performance-consultant,Performance Consultant,,,human-resources-recruitment,Australia,75000.0,135000.0,95000.0,115000.0,102500.0,SalarySuggestion,,,,,
1317,network-specialist,network-specialist,network-specialist,Network Specialist,,,information-communication-technology,Australia,100000.0,130000.0,110000.0,120000.0,110000.0,SalarySuggestion,3.5,RoleReviewStats,,,
1318,database-developer,database-developer,database-developer,Database Developer,,,information-communication-technology,Australia,75000.0,135000.0,95000.0,115000.0,105000.0,SalarySuggestion,4.0,RoleReviewStats,38.9,Growth,
1319,functional-specialist,functional-specialist,functional-specialist,Functional Specialist,,,information-communication-technology,Australia,105000.0,165000.0,125000.0,145000.0,136000.0,SalarySuggestion,,,,,
1320,solutions-developer,solutions-developer,solutions-developer,Solutions Developer,,,information-communication-technology,Australia,80000.0,140000.0,100000.0,120000.0,102500.0,SalarySuggestion,3.5,RoleReviewStats,,,
1321,game-developer,game-developer,game-developer,Game Developer,,,information-communication-technology,Australia,70000.0,130000.0,90000.0,110000.0,99999.0,SalarySuggestion,4.5,RoleReviewStats,13.7,Growth,
1322,programmer-analyst,programmer-analyst,programmer-analyst,Programmer Analyst,,,information-communication-technology,Australia,70000.0,130000.0,90000.0,110000.0,100000.0,SalarySuggestion,,,,,
1323,test-consultant,test-consultant,test-consultant,Test Consultant,,,information-communication-technology,Australia,90000.0,135000.0,105000.0,120000.0,112813.0,SalarySuggestion,4.0,RoleReviewStats,,,
1324,helpdesk-technician,helpdesk-technician,helpdesk-technician,Helpdesk Technician,,,information-communication-technology,Australia,50000.0,80000.0,60000.0,70000.0,60000.0,SalarySuggestion,,,,,
1325,test-specialist,test-specialist,test-specialist,Test Specialist,,,information-communication-technology,Australia,80000.0,140000.0,100000.0,120000.0,112097.0,SalarySuggestion,4.0,RoleReviewStats,,,
1326,desktop-support-specialist,desktop-support-specialist,desktop-support-specialist,Desktop Support Specialist,,,information-communication-technology,Australia,60000.0,90000.0,70000.0,80000.0,75000.0,SalarySuggestion,3.0,RoleReviewStats,,,
1327,helpdesk-manager,helpdesk-manager,helpdesk-manager,Helpdesk Manager,,,information-communication-technology,Australia,70000.0,130000.0,90000.0,110000.0,100000.0,SalarySuggestion,5.0,RoleReviewStats,,,
1328,application-consultant,application-consultant,application-consultant,Application Consultant,,,information-communication-technology,Australia,55000.0,115000.0,75000.0,95000.0,85000.0,SalarySuggestion,,,,,
1329,solutions-analyst,solutions-analyst,solutions-analyst,Solutions Analyst,,,information-communication-technology,Australia,80000.0,140000.0,100000.0,120000.0,111520.0,SalarySuggestion,,,,,
1330,computer-engineer,computer-engineer,computer-engineer,Computer Engineer,,,information-communication-technology,,,,,,,,5.0,RoleReviewStats,27.0,Growth,
1331,helpdesk-team-leader,helpdesk-team-leader,helpdesk-team-leader,Helpdesk Team Leader,,,information-communication-technology,Australia,65000.0,125000.0,85000.0,105000.0,101250.0,SalarySuggestion,,,,,
1332,security-architect,security-architect,security-architect,Security Architect,,,information-communication-technology,Australia,150000.0,210000.0,170000.0,190000.0,180000.0,SalarySuggestion,4.0,RoleReviewStats,,,
1333,information-technology-specialist,information-technology-specialist,information-technology-specialist,Information Technology Specialist,,,information-communication-technology,Australia,70000.0,130000.0,90000.0,110000.0,99999.0,SalarySuggestion,5.0,RoleReviewStats,,,
1334,business-intelligence-developer,business-intelligence-developer,business-intelligence-developer,Business Intelligence Software Developer,,,information-communication-technology,Australia,85000.0,145000.0,105000.0,125000.0,115000.0,SalarySuggestion,4.8,RoleReviewStats,,,
1335,information-technology-director,information-technology-director,information-technology-director,Information Technology Director,,,information-communication-technology,Australia,155000.0,215000.0,175000.0,195000.0,185000.0,SalarySuggestion,4.8,RoleReviewStats,,,
1336,benefits-specialist,benefits-specialist,benefits-specialist,Benefits Specialist,,,information-communication-technology,Australia,65000.0,125000.0,85000.0,105000.0,97499.0,SalarySuggestion,,,,,
1337,vice-president,vice-president,vice-president,Vice President,,,information-communication-technology,Australia,170000.0,230000.0,190000.0,210000.0,200000.0,SalarySuggestion,4.3,RoleReviewStats,,,
1338,user-interface-developer,user-interface-developer,user-interface-developer,User Interface Developer,,,information-communication-technology,Australia,95000.0,155000.0,115000.0,135000.0,125000.0,SalarySuggestion,,,,,
1339,implementation-engineer,implementation-engineer,implementation-engineer,Implementation Engineer,,,information-communication-technology,Australia,75000.0,135000.0,95000.0,115000.0,105000.0,SalarySuggestion,,,,,
1340,architecture-manager,architecture-manager,architecture-manager,Architecture Manager,,,information-communication-technology,Australia,155000.0,215000.0,175000.0,195000.0,184999.0,SalarySuggestion,,,17.7,Growth,
1341,information-management-manager,information-management-manager,information-management-manager,Information Management Manager,,,information-communication-technology,,,,,,,,,,,,
1342,service-desk-technician,service-desk-technician,service-desk-technician,Service Desk Technician,,,information-communication-technology,Australia,40000.0,100000.0,60000.0,80000.0,70000.0,SalarySuggestion,2.0,RoleReviewStats,,,
1343,design-specialist,design-specialist,design-specialist,Design Specialist,,,information-communication-technology,Australia,80000.0,140000.0,100000.0,120000.0,107500.0,SalarySuggestion,4.3,RoleReviewStats,,,
1344,technical-architect,technical-architect,technical-architect,Technical Architect,,,information-communication-technology,Australia,115000.0,175000.0,135000.0,155000.0,145000.0,SalarySuggestion,4.0,RoleReviewStats,,,
1345,helpdesk-coordinator,helpdesk-coordinator,helpdesk-coordinator,Helpdesk Coordinator,,,information-communication-technology,,,,,,,,,,,,
1346,configuration-specialist,configuration-specialist,configuration-specialist,Configuration Specialist,,,information-communication-technology,Australia,85000.0,145000.0,105000.0,125000.0,112500.0,SalarySuggestion,,,,,
1347,information-technology-business-analyst,information-technology-business-analyst,information-technology-business-analyst,IT Business Analyst,,,information-communication-technology,Australia,95000.0,155000.0,115000.0,135000.0,122500.0,SalarySuggestion,4.3,RoleReviewStats,12.9,Growth,
1348,information-technology-support-technician,information-technology-support-technician,information-technology-support-technician,IT Support Technician,,,information-communication-technology,Australia,55000.0,85000.0,65000.0,75000.0,67500.0,SalarySuggestion,4.0,RoleReviewStats,17.4,Growth,
1349,software-engineer,software-engineer,software-engineer,Software Engineer,,,information-communication-technology,Australia,90000.0,150000.0,110000.0,130000.0,120000.0,SalarySuggestion,4.0,RoleReviewStats,27.0,Growth,
1350,javascript-developer,javascript-developer,javascript-developer,JavaScript Developer,,,information-communication-technology,Australia,85000.0,145000.0,105000.0,125000.0,112500.0,SalarySuggestion,4.5,RoleReviewStats,27.0,Growth,
1351,infrastructure-lead,infrastructure-lead,infrastructure-lead,Infrastructure Lead,,,information-communication-technology,Australia,110000.0,170000.0,130000.0,150000.0,140000.0,SalarySuggestion,,,,,
1352,datawarehouse-specialist,datawarehouse-specialist,datawarehouse-specialist,Data Warehouse Specialist,,,information-communication-technology,,,,,,,,,,,,
1353,web-developer,web-developer,web-developer,Web Developer,,,information-communication-technology,Australia,55000.0,115000.0,75000.0,95000.0,83750.0,SalarySuggestion,4.0,RoleReviewStats,27.0,Growth,
1354,functional-consultant,functional-consultant,functional-consultant,Functional Consultant,,,information-communication-technology,Australia,115000.0,175000.0,135000.0,155000.0,145000.0,SalarySuggestion,4.3,RoleReviewStats,,,
1355,systems-architect,systems-architect,systems-architect,Systems Architect,,,information-communication-technology,Australia,110000.0,170000.0,130000.0,150000.0,137500.0,SalarySuggestion,3.0,RoleReviewStats,27.0,Growth,
1356,domain-architect,domain-architect,domain-architect,Domain Architect,,,information-communication-technology,Australia,160000.0,205000.0,175000.0,190000.0,185000.0,SalarySuggestion,,,,,
1357,cloud-specialist,cloud-specialist,cloud-specialist,Cloud Specialist,,,information-communication-technology,Australia,120000.0,180000.0,140000.0,160000.0,148299.0,SalarySuggestion,,,,,
1358,technical-business-analyst,technical-business-analyst,technical-business-analyst,Technical Business Analyst,,,information-communication-technology,Australia,105000.0,165000.0,125000.0,145000.0,133750.0,SalarySuggestion,4.1,RoleReviewStats,12.9,Growth,
1359,software-architect,software-architect,software-architect,Software Architect,,,information-communication-technology,Australia,145000.0,190000.0,160000.0,175000.0,175000.0,SalarySuggestion,3.5,RoleReviewStats,27.0,Growth,
1360,service-desk-analyst,service-desk-analyst,service-desk-analyst,Service Desk Analyst,,,information-communication-technology,Australia,50000.0,95000.0,65000.0,80000.0,72500.0,SalarySuggestion,3.3,RoleReviewStats,17.4,Growth,
1361,data-developer,data-developer,data-developer,Data Developer,,,information-communication-technology,Australia,80000.0,140000.0,100000.0,120000.0,110000.0,SalarySuggestion,,,,,
1362,analyst-developer,analyst-developer,analyst-developer,Analyst Developer,,,information-communication-technology,Australia,80000.0,140000.0,100000.0,120000.0,110066.0,SalarySuggestion,,,,,
1363,developer,developer,developer,Developer,,,information-communication-technology,Australia,85000.0,145000.0,105000.0,125000.0,115000.0,SalarySuggestion,4.2,RoleReviewStats,27.0,Growth,
1364,test-manager,test-manager,test-manager,Test Manager,,,information-communication-technology,Australia,125000.0,185000.0,145000.0,165000.0,155000.0,SalarySuggestion,4.3,RoleReviewStats,,,
1365,java-engineer,java-engineer,java-engineer,Java Engineer,,,information-communication-technology,Australia,120000.0,180000.0,140000.0,160000.0,149999.0,SalarySuggestion,,,,,
1366,infrastructure-analyst,infrastructure-analyst,infrastructure-analyst,Infrastructure Analyst,,,information-communication-technology,Australia,75000.0,135000.0,95000.0,115000.0,104999.0,SalarySuggestion,,,,,
1367,support-developer,support-developer,support-developer,Support Developer,,,information-communication-technology,Australia,70000.0,130000.0,90000.0,110000.0,105000.0,SalarySuggestion,,,,,
1368,service-desk-officer,service-desk-officer,service-desk-officer,Service Desk Officer,,,information-communication-technology,Australia,60000.0,90000.0,70000.0,80000.0,70261.0,SalarySuggestion,4.0,RoleReviewStats,,,
1369,sql-developer,sql-developer,sql-developer,SQL Developer,,,information-communication-technology,Australia,85000.0,145000.0,105000.0,125000.0,114999.0,SalarySuggestion,3.4,RoleReviewStats,27.0,Growth,
1370,information-technology-project-manager,information-technology-project-manager,information-technology-project-manager,IT Project Manager,,,information-communication-technology,Australia,115000.0,175000.0,135000.0,155000.0,145000.0,SalarySuggestion,4.0,RoleReviewStats,17.7,Growth,
1371,systems-team-leader,systems-team-leader,systems-team-leader,Systems Team Leader,,,information-communication-technology,,,,,,,,,,,,
1372,magento-developer,magento-developer,magento-developer,Magento Developer,,,information-communication-technology,Australia,105000.0,135000.0,115000.0,125000.0,125000.0,SalarySuggestion,,,,,
1373,service-delivery-analyst,service-delivery-analyst,service-delivery-analyst,Service Delivery Analyst,,,information-communication-technology,Australia,60000.0,120000.0,80000.0,100000.0,85000.0,SalarySuggestion,5.0,RoleReviewStats,,,
1374,helpdesk-analyst,helpdesk-analyst,helpdesk-analyst,Helpdesk Analyst,,,information-communication-technology,Australia,55000.0,85000.0,65000.0,75000.0,69999.0,SalarySuggestion,4.0,RoleReviewStats,,,
1375,security-analyst,security-analyst,security-analyst,Security Analyst,,,information-communication-technology,,,,,,,,,,38.9,Growth,
1376,mobile-application-developer,mobile-application-developer,mobile-application-developer,Mobile Application Developer,,,information-communication-technology,Australia,95000.0,155000.0,115000.0,135000.0,123239.0,SalarySuggestion,5.0,RoleReviewStats,,,
1377,agile-business-analyst,agile-business-analyst,agile-business-analyst,Agile Business Analyst,,,information-communication-technology,Australia,100000.0,160000.0,120000.0,140000.0,127500.0,SalarySuggestion,4.4,RoleReviewStats,12.9,Growth,
1378,information-technology-service-desk-analyst,information-technology-service-desk-analyst,information-technology-service-desk-analyst,IT Service Desk Analyst,,,information-communication-technology,Australia,60000.0,90000.0,70000.0,80000.0,72500.0,SalarySuggestion,4.0,RoleReviewStats,,,
1379,enterprise-architect,enterprise-architect,enterprise-architect,Enterprise Architect,,,information-communication-technology,Australia,145000.0,205000.0,165000.0,185000.0,175000.0,SalarySuggestion,4.3,RoleReviewStats,,,
1380,solutions-architect,solutions-architect,solutions-architect,Solutions Architect,,,information-communication-technology,Australia,135000.0,195000.0,155000.0,175000.0,165000.0,SalarySuggestion,4.0,RoleReviewStats,27.0,Growth,
1381,applications-support-analyst,applications-support-analyst,applications-support-analyst,Applications Support Analyst,,,information-communication-technology,Australia,65000.0,125000.0,85000.0,105000.0,94947.0,SalarySuggestion,4.0,RoleReviewStats,12.9,Growth,
1382,cyber-security-analyst,cyber-security-analyst,cyber-security-analyst,Cyber Security Analyst,,,information-communication-technology,Australia,90000.0,150000.0,110000.0,130000.0,114500.0,SalarySuggestion,4.7,RoleReviewStats,38.9,Growth,
1383,analyst-programmer,analyst-programmer,analyst-programmer,Analyst Programmer,,,information-communication-technology,Australia,70000.0,130000.0,90000.0,110000.0,100000.0,SalarySuggestion,3.9,RoleReviewStats,23.2,Growth,
1384,penetration-tester,penetration-tester,penetration-tester,Penetration Tester,,,information-communication-technology,Australia,105000.0,150000.0,120000.0,135000.0,130000.0,SalarySuggestion,,,,,
1385,datawarehouse-developer,datawarehouse-developer,datawarehouse-developer,Data Warehouse Developer,,,information-communication-technology,Australia,105000.0,165000.0,125000.0,145000.0,134999.0,SalarySuggestion,,,,,
1386,cloud-architect,cloud-architect,cloud-architect,Cloud Architect,,,information-communication-technology,Australia,145000.0,205000.0,165000.0,185000.0,175000.0,SalarySuggestion,,,,,
